StreetAddress,MainAddress,X,Y
813 PIPER DR,"NEW LENOX, IL  60451-2160",-87.982331,41.510304
20 S GRANT ST,"NORTH AURORA, IL  60542-1602",-88.319158,41.795985
400 53RD ST,"WESTERN SPRINGS, IL  60558-2021",-87.892784,41.793272
8912 PATER CT,"SPRING GROVE, IL  60081-8044",-88.245677,42.457099
432 N WALNUT AVE,"WOOD DALE, IL  60191-1549",-87.977661,41.968168
428 MAPLE LN,"HILLSIDE, IL  60162-1333",-87.896929,41.878122
420 LANDRETH LN,"NORTHFIELD, IL  60093-1071",-87.790849,42.116066
630 ELMWOOD AVE,"WILMETTE, IL  60091-1704",-87.696978,42.081773
11930 S HARDING AVE,"ALSIP, IL  60803-1113",-87.718808,41.675605
3608 WELLINGTON CT,"HAZEL CREST, IL  60429-1528",-87.705289,41.572348
1S240 GREEN RD,"ELBURN, IL  60119-9611",-88.449277,41.848185
1428 SYRACUSE LN,"SCHAUMBURG, IL  60193-3311",-88.116149,42.009242
1420 N 8TH ST,"CLINTON, IN  47842-1509",-87.407209,39.674925
6723 HUNTERDON CV,"FORT WAYNE, IN  46835-1872",-85.056247,41.147327
10313 W 225 S,"COLUMBUS, IN  47201-4008",-86.033984,39.161565
2511 WILLOW DR,"RICHMOND, IN  47374-4661",-84.93787,39.82626
3558 FILLMORE ST,"GARY, IN  46408-1542",-87.350141,41.553678
3713 W 43RD TER,"INDIANAPOLIS, IN  46228-6722",-86.224306,39.832785
429 S EVANS AVE,"EVANSVILLE, IN  47713-2530",-87.55295,37.972515
7158 N 329 E,"HUNTINGTON, IN  46750-9633",-85.388624,40.933862
210 MAPLE LN,"MOORESVILLE, IN  46158-1472",-86.370853,39.616328
1021 N WHEELER ST,"GRIFFITH, IN  46319-1956",-87.413921,41.539806
6679 S 700 W,"WILLIAMSPORT, IN  47993-8253",-87.452734,40.219121
806 MAPLEWOOD DR,"SEYMOUR, IN  47274-2732",-85.898354,38.949737
720 S BROADWAY ST,"PENDLETON, IN  46064-1306",-85.744675,39.993591
325 PLEASANT AVE,"MICHIGAN CITY, IN  46360-5047",-86.873508,41.712746
2734 HOMER AVE,"ELKHART, IN  46517-2626",-85.947899,41.658201
6507 BRAD CT,"FLOYDS KNOBS, IN  47119-9568",-85.928873,38.346782
610 S CATALPA DR,"MUNCIE, IN  47304-4210",-85.4318,40.1886
437 COFFEY HILL RD,"NASHVILLE, IN  47448-9200",-86.23282,39.204412
1324 N FACTORY ST,"FAIRMOUNT, IN  46928-1141",-85.643326,40.42744
1745 SCHELLER LN,"NEW ALBANY, IN  47150-2422",-85.807185,38.319152
51604 BUCKINGHAM CT,"GRANGER, IN  46530-8349",-86.183876,41.744278
817 VAN TOWER DR,"LOGANSPORT, IN  46947-3374",-86.380076,40.751282
309 HICKORY CT,"CONNERSVILLE, IN  47331-8677",-85.168427,39.633656
405 E IRVINGTON AVE,"SOUTH BEND, IN  46614-1103",-86.244957,41.647408
777 EASTBROOK CT,"CROWN POINT, IN  46307-5011",-87.349494,41.403088
2607 E 73RD AVE,"MERRILLVILLE, IN  46410-4849",-87.302245,41.483076
13815 STATE ROAD 1,"LEO, IN  46765-1000",-85.0097,41.2268
3234 S 575 E,"WHITESTOWN, IN  46075-9582",-86.361221,39.993639
1526 N CAYUSE TRL,"GREENSBURG, IN  47240-7852",-85.31201,39.417803
3501 42ND ST,"HIGHLAND, IN  46322-3126",-87.444639,41.543126
1803 N LARKSPUR DR,"JEFFERSONVILLE, IN  47130-4940",-85.717899,38.298857
225B N PEARL ST,"THORNTOWN, IN  46071-1023",-86.605364,40.131593
1103 LEININGER DR,"TIPTON, IN  46072-9791",-86.061609,40.273964
5008 OLCOTT AVE,"EAST CHICAGO, IN  46312-3611",-87.479792,41.622762
1202 S WEBSTER ST,"KOKOMO, IN  46902-6359",-86.136193,40.473082
3170 W LANDIS RD,"ANGOLA, IN  46703-9483",-85.051183,41.658197
245 SUNNYSIDE AVE,"MUNSTER, IN  46321-1024",-87.520236,41.571392
21 EMS B40F LN,"LEESBURG, IN  46538-9438",-85.728166,41.296154
121 N MARSHALL ST,"BREMEN, IN  46506-1514",-86.151635,41.447178
621 W WASHINGTON ST,"ALEXANDRIA, IN  46001-1844",-85.682822,40.262779
401 OBERREICH ST,"LA PORTE, IN  46350-2643",-86.69963,41.622288
4149 CAMERON AVE,"HAMMOND, IN  46327-1251",-87.514446,41.637606
2800 E US HIGHWAY 36,"MARKLEVILLE, IN  46056-9703",-85.618195,40.005066
1311 GERI DR,"LEBANON, IN  46052-1019",-86.483355,40.060371
2634 E BETHEL RD,"ATTICA, IN  47918-8256",-87.137906,40.295367
127 S 18TH ST APT A,"CHESTERTON, IN  46304-1903",-87.075215,41.610579
10714 INDIGO CT,"FISHERS, IN  46038-2215",-86.0308,39.94463
6310 VALLEYVIEW AVE,"PORTAGE, IN  46368-1675",-87.171265,41.591509
505 E 9TH ST,"SHERIDAN, IN  46069-1429",-86.21459,40.13102
2023 VERMILLION CT,"LAKE STATION, IN  46405-1230",-87.228862,41.580907
6905 BRISCOE DR NW,"RAMSEY, IN  47166-8151",-86.189812,38.303649
6044 CYPRESS CT,"NEWBURGH, IN  47630-1766",-87.367767,37.946854
601 ASH LN,"GAS CITY, IN  46933-1208",-85.607839,40.493032
5914 W 325 S,"TRAFALGAR, IN  46181-9148",-86.213996,39.427268
3014 CROWN DR,"INDEPENDENCE, KS  67301-1512",-95.72195,37.258713
1035 E 9TH ST,"COLBY, KS  67701-2713",-101.034567,39.401793
2230 W 78TH ST,"PRAIRIE VLG, KS  66208-3813",-94.611632,38.987996
10706 W 132ND TER,"OVERLAND PARK, KS  66213-3329",-94.709976,38.887315
704 N LEONARD ST,"GIRARD, KS  66743-1035",-94.847923,37.518528
7119 N KENT RD,"BUHLER, KS  67522-8006",-97.814005,38.133752
1001 SE 43RD TER,"TOPEKA, KS  66609-1621",-95.670128,38.989201
2603 S TAYLOR ST,"PITTSBURG, KS  66762-6548",-94.692497,37.380169
10600 S HIGHLAND LN,"OLATHE, KS  66061-7432",-94.897002,38.936049
1475 E ROAD 13,"ULYSSES, KS  67880-8221",-101.333757,37.560043
136 S PERSHING ST,"WICHITA, KS  67218-1426",-97.282299,37.685511
308 N WALNUT ST,"BELOIT, KS  67420-2444",-98.105995,39.461564
518 W MAIN ST,"HARPER, KS  67058-1253",-98.031378,37.287013
703 S SYCAMORE ST,"OTTAWA, KS  66067-3030",-95.259834,38.608284
7930 GREELEY AVE,"KANSAS CITY, KS  66109-2245",-94.763374,39.130107
510 N ATCHISON ST,"EL DORADO, KS  67042-1734",-96.857803,37.822662
1627 HENDRICKS ST,"HUTCHINSON, KS  67501-2653",-97.959395,38.07097
7402 W 101ST TER,"SHAWNEE MISSION, KS  66212-2542",-94.671442,38.944722
4701 W 61ST TER,"MISSION, KS  66205-3028",-94.64009,39.017489
1540 N NELSON AVE,"LIBERAL, KS  67901-2225",-100.943014,37.055557
129 E KECHI RD,"KECHI, KS  67067-6707",-97.279728,37.795579
303 WEST ST,"HALSTEAD, KS  67056-2024",-97.517349,38.003071
1210 CHURCH ST,"SCOTT CITY, KS  67871-1809",-100.909065,38.474184
2031 HOGAN CT,"LAWRENCE, KS  66047-2052",-95.296005,38.945732
213 WARREN ST,"GARNETT, KS  66032-1052",-95.244231,38.287262
7800 CAENEN LAKE RD,"LENEXA, KS  66216-3028",-94.73962,38.987258
906 MEADOW LN,"LINDSBORG, KS  67456-1600",-97.676881,38.58541
519 E BROADWAY ST,"STAFFORD, KS  67578-1810",-98.591667,37.96173
12019 FAIRWAY RD,"LEAWOOD, KS  66209-1138",-94.618147,38.910221
8340 HIGH ST,"DE SOTO, KS  66018-8203",-94.97825,38.977209
816 EAST ST,"IOLA, KS  66749-3020",-95.394505,37.922395
1024 N ENGLISH CT,"BELLE PLAINE, KS  67013-9058",-97.277473,37.40025
1514 GORDON ST,"MC PHERSON, KS  67460-3849",-97.64396,38.370249
14831 158TH RD,"MAYETTA, KS  66509-8701",-95.689135,39.331202
1530 CHEROKEE ST,"LEAVENWORTH, KS  66048-2230",-94.941088,39.316452
228 N ELM ST,"OSBORNE, KS  67473-2108",-98.692909,39.440769
207 S STATE ST,"EMPORIA, KS  66801-4505",-96.18568,38.395155
2340 CREST ST,"AUGUSTA, KS  67010-2215",-96.969276,37.700668
23303 S WAVERLY RD,"SPRING HILL, KS  66083-6068",-94.944217,38.705313
1090 2ND ST,"PHILLIPSBURG, KS  67661-1402",-99.325617,39.760064
220 W HIGHWAY 56,"GALVA, KS  67443-8506",-97.539917,38.377272
8709 CATALINA DR,"PRAIRIE VILLAGE, KS  66207-2351",-94.633679,38.971345
1309 N 13TH ST,"GARDEN CITY, KS  67846-4003",-100.882346,37.977963
353 W BELOIT AVE,"SALINA, KS  67401-5412",-97.615033,38.81872
524 SHUEY ST,"OSAGE CITY, KS  66523-1613",-95.816414,38.629177
3406 LAKIN AVE,"GREAT BEND, KS  67530-3611",-98.785641,38.364622
714 N GREEN ST,"GLASGOW, KY  42141-3050",-85.905795,37.002811
548 SHAFTSBURY RD,"LEXINGTON, KY  40505-2737",-84.457502,38.054637
3346 FIR TREE LN,"ERLANGER, KY  41018-1245",-84.616585,39.038946
29 EDGEWOOD DR,"FORT THOMAS, KY  41075-2038",-84.455353,39.071281
330 REDWOOD DR,"FT WRIGHT, KY  41011-2742",-84.544888,39.066317
412 W ILA AVE,"DANVILLE, KY  40422-9418",-84.784681,37.590487
79 FORD BTM,"PIKEVILLE, KY  41501-3501",-82.470864,37.524465
768 MAMMOTH CAVE RD,"BROWNSVILLE, KY  42210-9005",-86.240957,37.191168
232 WINDING WAY,"SHELBYVILLE, KY  40065-8971",-85.166166,38.209628
801 RANCH RD,"VINE GROVE, KY  40175-1041",-85.970036,37.793222
2147 GRIFFITH AVE,"OWENSBORO, KY  42301-3409",-87.138985,37.75416
6761 LOUISVILLE RD,"COXS CREEK, KY  40013-6703",-85.468345,37.90366
1937 SANDRA ST,"BOWLING GREEN, KY  42101-9228",-86.479702,36.985389
1208 KC DUNN RD,"BARLOW, KY  42024-9564",-89.007022,37.060057
12052 GREEN RD,"WALTON, KY  41094-8728",-84.569558,38.892485
100 CAMPBELL CT,"MAYFIELD, KY  42066-1312",-88.655849,36.742725
8523 PORT ROYAL RD,"TURNERS STATION, KY  40075-7226",-85.080162,38.555833
350 OLD MAIN ST,"MUNFORDVILLE, KY  42765-9121",-85.902923,37.2783
540 GUY BROWN RD,"SCOTTSVILLE, KY  42164-9606",-86.251239,36.759844
3465 BANDANA RD,"LA CENTER, KY  42056-9684",-88.95554,37.118397
414 COLLEGE MNR,"HARRODSBURG, KY  40330-1122",-84.84856,37.767207
8023 STONELICK RD,"MAYSVILLE, KY  41056-9426",-83.7566,38.602836
2965 N MAIN ST,"MADISONVILLE, KY  42431-9032",-87.494377,37.366805
141 SPRINGFIELD DR,"CORBIN, KY  40701-5901",-84.083896,36.990928
212 OAKMONT DR,"NICHOLASVILLE, KY  40356-1057",-84.590161,37.893816
54 PINE TRAIL RD,"LONDON, KY  40744-9426",-84.085035,37.061439
430 SOMERSET ST,"LUDLOW, KY  41016-1463",-84.552077,39.094387
323 2ND ST,"PARIS, KY  40361-1640",-84.252574,38.217622
212 WOODSPOINTE WAY,"WILMORE, KY  40390-9779",-84.64686,37.861507
214 LAUREL DR,"BEREA, KY  40403-1312",-84.285243,37.584604
117 CLEVELAND AVE,"BELLEVUE, KY  41073-1618",-84.477608,39.098049
661 BARNESBURG RD,"SOMERSET, KY  42503-5053",-84.544641,37.140212
1411 HONEYSUCKLE DR,"HOPKINSVILLE, KY  42240-2671",-87.500166,36.883181
2908 GEORGIA AVE,"FLATWOODS, KY  41139-1922",-82.722322,38.509639
872 WILLOWDALE DR,"VILLA HILLS, KY  41017-1369",-84.578899,39.065713
1474 W CALUMET DR,"WORTHINGTON, KY  41183-9603",-82.756334,38.554837
3002 HANEY DR,"LA GRANGE, KY  40031-9464",-85.395405,38.382064
50 ORIOLE LN,"CAMPBELLSVILLE, KY  42718-9652",-85.333169,37.37201
741 BURTON PIKE,"GEORGETOWN, KY  40324-9571",-84.587749,38.291217
6985 ANNETA RD,"LEITCHFIELD, KY  42754-7803",-86.239,37.40356
147 ROYALTY DR,"LANCASTER, KY  40444-9071",-84.608974,37.649841
1086 BRANCH RD,"NANCY, KY  42544-8592",-84.744093,37.024373
7855 KING ST APT A,"FORT KNOX, KY  40121-2381",-85.956518,37.87404
180 LONGVIEW DR,"PADUCAH, KY  42001-5967",-88.681471,37.039326
215 BERRY AVE APT D,"VERSAILLES, KY  40383-1495",-84.725785,38.046789
12908 SUNNYBROOK DR,"PROSPECT, KY  40059-9722",-85.592283,38.364966
102 MONROE RD,"CALVERT CITY, KY  42029-9108",-88.464472,37.00534
718 LIVINGSTON AVE,"SHREVEPORT, LA  71107-3948",-93.780541,32.568425
802 LANDER ST,"BRIDGE CITY, LA  70094-3415",-90.159225,29.938452
13087 HIGHWAY 73,"GEISMAR, LA  70734-3021",-90.991084,30.256757
110 APRICOT ST,"THIBODAUX, LA  70301-2020",-90.835855,29.790034
337 FAIRVIEW DR,"LA PLACE, LA  70068-2507",-90.49514,30.080398
13604 RED RIVER AVE,"BATON ROUGE, LA  70818-2859",-91.037171,30.559487
225 SANDRA LEE DR,"MANDEVILLE, LA  70448-4638",-90.0939,30.376299
213 TONI DR,"RESERVE, LA  70084-6100",-90.557905,30.06048
61 N DOGWOOD DR,"COVINGTON, LA  70433-9172",-90.126897,30.45711
195 MANOR DR,"PONCHATOULA, LA  70454-2919",-90.433461,30.429558
723 HORTON ST,"MINDEN, LA  71055-4109",-93.297181,32.601357
300 INTREPID DR,"SLIDELL, LA  70458-9101",-89.798256,30.225447
3006 ELMWOOD CIR,"HOUMA, LA  70363-7171",-90.6732,29.555788
916 ASHLAND PL W,"GRETNA, LA  70056-8122",-90.012649,29.890842
179 E OAKRIDGE PARK,"METAIRIE, LA  70005-4018",-90.132888,29.985627
1317 HIGHWAY 557,"WEST MONROE, LA  71292-3337",-92.203431,32.39223
29670 HIGHWAY 444,"SPRINGFIELD, LA  70462-7229",-90.594358,30.357891
204 LIONEL CT,"ABITA SPRINGS, LA  70420-3000",-90.057478,30.458246
469 PARLANGE DR,"PEARL RIVER, LA  70452-3913",-89.723623,30.324574
1814 ENGLESIDE ST,"LAKE CHARLES, LA  70601-5810",-93.225295,30.214166
1321 CLIFFORD AVE,"EUNICE, LA  70535-5913",-92.430064,30.484696
324 38TH ST,"NEW ORLEANS, LA  70124-1522",-90.11888,30.013931
828 N BROADWAY ST,"ERATH, LA  70533-3004",-92.034879,29.966637
3725 E TEXAS ST,"BOSSIER CITY, LA  71111-3015",-93.686653,32.530013
2600 BAY ADAMS DR,"MARRERO, LA  70072-5318",-90.106611,29.855527
1757 LAKE VERNON RD,"LEESVILLE, LA  71446-6148",-93.340633,31.189514
5509 NORTHSIDE RD,"NEW IBERIA, LA  70563-0064",-91.733703,30.023173
18 SAINT BRIDGET DR,"KENNER, LA  70065-1665",-90.277938,30.041543
74 PLAUCHE DR,"CHALMETTE, LA  70043-4320",-89.977661,29.948981
115 HIALEAH DR,"BUSH, LA  70431-4503",-89.967714,30.590693
668 8TH ST,"PORT ALLEN, LA  70767-2320",-91.209418,30.457894
989 WOODSON RD,"EFFIE, LA  71331-1762",-92.128182,31.229427
422 CHOCTAW DR,"PINEVILLE, LA  71360-5519",-92.352617,31.34689
148 BATES RD,"HEFLIN, LA  71039-3728",-93.283087,32.409614
13036 WINN RD,"BASTROP, LA  71220-8332",-91.839404,32.862292
8055 WASHINGTON LN,"GREENWEL SPGS, LA  70739-4576",-91.016557,30.525212
100 CLARENCE AVE,"NEW LLANO, LA  71461-9783",-93.277668,31.110533
23 HENNESSEY CT,"HARAHAN, LA  70123-3508",-90.214934,29.940728
20275 SALLIE DR,"PLAQUEMINE, LA  70764-5323",-91.290632,30.317958
5829 6TH ST,"VIOLET, LA  70092-3058",-89.896352,29.904456
3333 VAN BUREN ST,"BAKER, LA  70714-3456",-91.166583,30.58452
45416 GOLD PLACE RD,"SAINT AMANT, LA  70774-3706",-90.839135,30.256265
601 LEBEAU ST,"ARABI, LA  70032-1529",-90.003239,29.951389
15213 GLENN AVE,"PRIDE, LA  70770-9609",-91.018726,30.595834
2505 FLAMINGO DR,"SAINT BERNARD, LA  70085-5515",-89.889071,29.873881
3729 RED CEDAR LN,"HARVEY, LA  70058-1606",-90.068708,29.845353
948 HARLING LN,"NATCHITOCHES, LA  71457-5220",-93.081698,31.767061
424 ALMONASTER RD,"YOUNGSVILLE, LA  70592-6118",-91.97631,30.08771
1704 15TH AVE,"FRANKLINTON, LA  70438-2413",-90.144269,30.83929
1965 ANTHONY RD,"FLORIEN, LA  71429-4056",-93.502365,31.463532
4209 4TH ST,"JEFFERSON, LA  70121-1507",-90.171162,29.969987
19 CREST RD,"FRAMINGHAM, MA  01702-5606",-71.440955,42.281545
49 HARPER CIR,"MARLBOROUGH, MA  01752-1753",-71.487173,42.36565
15 COMSTOCK DR,"WRENTHAM, MA  02093-1887",-71.41231,42.022765
12 BARBARA RD,"SUDBURY, MA  01776-1903",-71.459398,42.390986
11 FERN LN,"CARLISLE, MA  01741-1833",-71.329021,42.507952
56 OSSIPEE RD,"SOMERVILLE, MA  02144-1634",-71.124268,42.403855
290 WARE ST,"MANSFIELD, MA  02048-2921",-71.196503,42.020211
14 NORUMBEGA CIR,"FRANKLIN, MA  02038-4309",-71.416238,42.108133
56 DEERFIELD RD,"SHREWSBURY, MA  01545-1573",-71.706117,42.32344
5 LAUNCHER WAY,"WAYLAND, MA  01778-1007",-71.3597,42.407313
232 BILLINGTON LN,"BREWSTER, MA  02631-3045",-70.059309,41.754199
255 LOWELL ST,"METHUEN, MA  01844-3448",-71.19925,42.712969
12 HISTORICAL WAY,"NORTH ATTLEBORO, MA  02760-4241",-71.338682,41.94531
83 3RD ST # 2,"CAMBRIDGE, MA  02141-1731",-71.08028,42.370256
54 BEEBE RD,"BRIDGEWATER, MA  02324-3156",-70.969916,41.981767
18 PERKINS AVE,"NORTHAMPTON, MA  01060-2223",-72.637034,42.32714
119 MAIN ST,"ANDOVER, MA  01810-3804",-71.137972,42.652125
1 DURHAM ST,"BOSTON, MA  02115-5302",-71.081504,42.344089
17 SHERRY RD,"HARVARD, MA  01451-1721",-71.55324,42.492221
61 MACARTHUR RD,"NATICK, MA  01760-2936",-71.333017,42.299524
17 WHITNEY LN,"UPTON, MA  01568-1514",-71.608721,42.17233
11 HILLTOP RD,"BILLERICA, MA  01821-2307",-71.288406,42.559117
706 GAZEBO CIR,"READING, MA  01867-4063",-71.098846,42.507921
25 CHESTNUT ST,"CONCORD, MA  01742-2608",-71.340691,42.459422
144 WOODLAND ST,"SHERBORN, MA  01770-1205",-71.38887,42.222062
7 RUSTIC LN,"MEDFIELD, MA  02052-2203",-71.280626,42.190307
14 BLOOD ST # 728,"PEPPERELL, MA  01463-1144",-71.613815,42.674332
22 OAK ST,"ASHLAND, MA  01721-1009",-71.493113,42.26648
185 OLD OCEAN ST,"MARSHFIELD, MA  02050-3113",-70.729205,42.092692
6 PUTNAM RD APT 6,"FOXBORO, MA  02035-2118",-71.23237,42.065427
26 FERNWAY,"COHASSET, MA  02025-1315",-70.81449,42.248126
107 PARK ST,"E BROOKFIELD, MA  01515-1733",-72.039616,42.233967
163 LACONIA CIR,"NORTH ANDOVER, MA  01845-3300",-71.044123,42.643874
24 WHITNEY RD,"SHIRLEY, MA  01464-2127",-71.656646,42.574154
38 COPPERWOOD DR,"STOUGHTON, MA  02072-1409",-71.133724,42.13561
88 MOUNT VICKERY RD,"SOUTHBOROUGH, MA  01772-1727",-71.531073,42.282363
60 DOGWOOD LN,"AGAWAM, MA  01001-3644",-72.635761,42.038263
29 SILVERBROOK RD,"SANDISFIELD, MA  01255-9770",-73.102082,42.095513
421 ARLINGTON ST,"ACTON, MA  01720-2101",-71.48537,42.468763
116 COTTAGE AVE,"MILLIS, MA  02054-1260",-71.343978,42.173917
14 HIGH ST,"WESTBOROUGH, MA  01581-1528",-71.614191,42.271808
16 FRANCINE DR,"HOLLISTON, MA  01746-1731",-71.430855,42.213046
2 CONIFER HILL RD,"CHELMSFORD, MA  01824-1347",-71.367514,42.613854
18B NECK HILL RD,"MENDON, MA  01756-1124",-71.534598,42.10589
308 BADGER TER,"BEDFORD, MA  01730-1291",-71.2582,42.5003
20 CHIPPEWA RD,"WESTFORD, MA  01886-2727",-71.403259,42.585157
12F BRANDYWINE,"AMHERST, MA  01002-4015",-72.535409,42.407898
276 WATER ST,"NEWBURYPORT, MA  01950-3240",-70.852967,42.80177
34 DERBY ST APT 4,"SOUTH WEYMOUTH, MA  02190-1540",-70.956546,42.168457
115 PLAIN ST,"NORTON, MA  02766-2907",-71.156044,41.972573
50 SUNSET DR,"SEEKONK, MA  02771-4512",-71.337871,41.882342
48 CHUCKIES WAY,"TEWKSBURY, MA  01876-3175",-71.188327,42.577396
706 MISTIC DR,"MARSTONS MILLS, MA  02648-1412",-70.414159,41.660167
18 DEER PATH UNIT 5,"MAYNARD, MA  01754-3413",-71.440401,42.43433
29 ROBERTS RD,"BOXFORD, MA  01921-1836",-70.975305,42.673595
167 ENT RD,"HANSCOM AFB, MA  01731-2629",-71.277976,42.451997
36 ERWIN RD,"NORTH READING, MA  01864-2972",-71.055575,42.582706
288 BRAINERD ST,"SOUTH HADLEY, MA  01075-1798",-72.597917,42.237904
60 MARJORIE WAY,"TAUNTON, MA  02780-2042",-71.161421,41.923412
11 ROSE AVE,"MARBLEHEAD, MA  01945-1821",-70.882385,42.486323
32 CLEARWATER DR,"WESTWOOD, MA  02090-3416",-71.238569,42.187501
37 AUGER AVE,"NORTHBOROUGH, MA  01532-1705",-71.662782,42.316081
711 PARK PL,"RAYNHAM, MA  02767-8068",-71.000917,41.885462
11 PENNY LN,"NORTH EASTON, MA  02356-3601",-71.138086,42.036746
49 OLD STAGE RD,"MONTAGUE, MA  01351-9509",-72.534119,42.520802
305 S 2ND ST,"DENTON, MD  21629-1226",-75.833699,38.881996
1641 HUGO CIR,"SILVER SPRING, MD  20906-5922",-77.032484,39.070631
10 LUNA LN,"SEVERNA PARK, MD  21146-4612",-76.546123,39.059976
210 BRUCE CT,"ELKTON, MD  21921-6259",-75.801766,39.610936
216 DAYCOTAH AVE,"HAGERSTOWN, MD  21740-3518",-77.742637,39.653868
14518 ALMANAC DR,"BURTONSVILLE, MD  20866-1946",-76.93055,39.094161
6308 HOMEWOOD RD,"LINTHICUM HTS, MD  21090-2108",-76.6479,39.206258
2 BOSTWICK CT,"GAITHERSBURG, MD  20878-1945",-77.239348,39.128274
139 WILGATE RD,"OWINGS MILLS, MD  21117-3325",-76.793976,39.418565
5938 BALTIMORE ST,"BALTIMORE, MD  21207-5005",-76.72438,39.301633
6341 PINEY RIDGE DR,"SYKESVILLE, MD  21784-7943",-76.958436,39.400679
448 THISTLE PL,"WALDORF, MD  20601-5264",-76.900826,38.647031
11698 DIVISION AVE,"CUMBERLAND, MD  21502-5454",-78.80417,39.615942
4049 OVERLOOK DR,"ELLICOTT CITY, MD  21043-5426",-76.807377,39.260434
4 ENGLISH RUN TURN,"SPARKS GLENCOE, MD  21152-8842",-76.63649,39.520368
124 S OAK CLIFF CT,"MOUNT AIRY, MD  21771-5300",-77.169393,39.366505
9224 VENDOME DR,"BETHESDA, MD  20817-4023",-77.187348,38.97908
7002 EMERSON ST,"HYATTSVILLE, MD  20784-1530",-76.894916,38.950025
1027 ALEXANDRIA WAY,"BEL AIR, MD  21014-2470",-76.388863,39.53712
4908 CUSHING DR,"KENSINGTON, MD  20895-1216",-77.098427,39.036778
4831 HANNAH LN,"ROHRERSVILLE, MD  21779-1060",-77.651248,39.446243
3700 UNDERWOOD ST,"CHEVY CHASE, MD  20815-4106",-77.07391,38.982894
2908 COX NECK RD E,"CHESTER, MD  21619-2350",-76.298638,38.913425
24811 CUTSAIL DR,"DAMASCUS, MD  20872-2156",-77.216185,39.262693
10005 BEHUN DR,"CHELTENHAM, MD  20623-1034",-76.836551,38.751445
25800 DAWSON ST,"ROYAL OAK, MD  21662-1445",-76.182992,38.705696
127 OLEN DR,"GLEN BURNIE, MD  21061-2779",-76.630338,39.17849
113 SULTAN AVE,"CAPITOL HGTS, MD  20743-1954",-76.911849,38.887671
15527 EBBYNSIDE CT,"BOWIE, MD  20716-2627",-76.730885,38.9467
17914 BEECH LN,"ACCOKEEK, MD  20607-3201",-77.042185,38.64365
6321 ARBOR WAY,"ELKRIDGE, MD  21075-6878",-76.775767,39.198106
5871 HICKORY RD,"SAINT LEONARD, MD  20685-2721",-76.470758,38.461194
10503 LIME TREE WAY,"BELTSVILLE, MD  20705-2030",-76.899172,39.033268
362 S RIVERSIDE DR,"CROWNSVILLE, MD  21032-1713",-76.570982,39.056972
11316 RAWHIDE RD,"LUSBY, MD  20657-3118",-76.428352,38.377512
5033 SUITLAND RD,"SUITLAND, MD  20746-1264",-76.920337,38.845616
1677 WALLEYE DR,"CROFTON, MD  21114-2325",-76.698904,39.00102
621 WARFIELD DR,"ROCKVILLE, MD  20850-1921",-77.165285,39.092722
13517 ARGO DR,"DAYTON, MD  21036-1103",-76.986348,39.231386
19144 HIGHSTREAM DR,"GERMANTOWN, MD  20874-6143",-77.287783,39.171962
618 N MAIN ST,"BOONSBORO, MD  21713-1049",-77.658738,39.517266
2383 UTZ RD,"HAMPSTEAD, MD  21074",-76.841338,39.637873
8 ROLAND CT,"RUXTON, MD  21204-3550",-76.6602,39.404394
13202 EDDINGTON DR,"UPPER MARLBORO, MD  20774-1943",-76.776568,38.887939
8729 HAYSHED LN,"COLUMBIA, MD  21045-2875",-76.813392,39.21036
721 CAMBRIDGE AVE,"ABERDEEN, MD  21001-3519",-76.177906,39.50048
103 DEERFIELD CT,"CENTREVILLE, MD  21617-2429",-76.081433,39.095379
5 FRANCINE CT,"RANDALLSTOWN, MD  21133-3620",-76.790461,39.377416
2885 KAREN DR,"CHESAPEAKE BEACH, MD  20732-3844",-76.558378,38.65673
6709 LAMONT DR,"LANHAM, MD  20706-3734",-76.882246,38.976127
16236 DEER LAKE RD,"DERWOOD, MD  20855-1900",-77.150702,39.122111
1278 TERRACE LN,"ARNOLD, MD  21012-2204",-76.510195,39.040203
8975 ROSEWOOD WAY,"JESSUP, MD  20794-9587",-76.822087,39.150298
4918 ELM ST,"SHADY SIDE, MD  20764-9655",-76.51962,38.837461
503 WINDY KNOLLS CT,"MILLERSVILLE, MD  21108-1768",-76.617434,39.109921
29979 OAK RD,"MECHANICSVILLE, MD  20659-2234",-76.712667,38.491764
45 LIMERICK LN,"RISING SUN, MD  21911-1799",-75.942676,39.718184
967 BREAKWATER DR,"ANNAPOLIS, MD  21403-3492",-76.483314,38.950159
7174 OBERLIN CIR,"FREDERICK, MD  21703-9465",-77.418986,39.383919
249 NARRAGANSETT ST,"GORHAM, ME  04038-2052",-70.467267,43.662066
4 WESTVIEW DR,"RAYMOND, ME  04071-6339",-70.440513,43.905611
357 CENTER ST,"BANGOR, ME  04401-3855",-68.773222,44.81591
371 UPPER MAIN ST,"FAIRFIELD, ME  04937-1455",-69.59618,44.600882
59 LAKESIDE DR,"WINDHAM, ME  04062-9426",-70.335233,43.821629
12 RUMERY ST,"SACO, ME  04072-2922",-70.438251,43.496258
12 LESTER DR,"PORTLAND, ME  04103-1614",-70.300236,43.717106
234 BROADWAY,"S PORTLAND, ME  04106-2928",-70.2406,43.641781
33 POPE ST,"GARDINER, ME  04345-1926",-69.786545,44.230835
32 WILDES RD,"BOWDOINHAM, ME  04008-4815",-69.866645,44.009622
8 CATHANCE RD,"TOPSHAM, ME  04086-5500",-69.929042,43.947148
